-2,00000;0,00000;-1,00000
-2,03415;0,00857;-1,02081
-2,06940;0,01611;-1,04273
-2,10579;0,02258;-1,06583
-2,14332;0,02794;-1,09019
-2,18201;0,03215;-1,11588
-2,22187;0,03514;-1,14297
-2,26288;0,03686;-1,17152
-2,30505;0,03724;-1,20158
-2,34835;0,03621;-1,23322
-2,39274;0,03370;-1,26649
-2,43817;0,02962;-1,30143
-2,48459;0,02389;-1,33808
-2,53190;0,01641;-1,37647
-2,58003;0,00709;-1,41665
-2,62884;-0,00418;-1,45861
-2,67822;-0,01751;-1,50239
-2,72799;-0,03302;-1,54799
-2,77799;-0,05084;-1,59543
-2,82803;-0,07108;-1,64470
-2,87788;-0,09389;-1,69581
-2,92732;-0,11939;-1,74877
-2,97609;-0,14773;-1,80358
-3,02394;-0,17904;-1,86026
-3,07058;-0,21345;-1,91882
-3,11572;-0,25110;-1,97929
-3,15906;-0,29212;-2,04169
-3,20030;-0,33661;-2,10608
-3,23911;-0,38469;-2,17251
-3,27520;-0,43642;-2,24104
-3,30826;-0,49188;-2,31173
-3,33797;-0,55108;-2,38465
-3,36404;-0,61402;-2,45987
-3,38619;-0,68064;-2,53744
-3,40414;-0,75083;-2,61742
-3,41763;-0,82443;-2,69982
-3,42644;-0,90120;-2,78463
-3,43034;-0,98084;-2,87182
-3,42918;-1,06299;-2,96130
-3,42280;-1,14719;-3,05294
-3,41110;-1,23292;-3,14656
-3,39403;-1,31960;-3,24192
-3,37158;-1,40661;-3,33877
-3,34382;-1,49328;-3,43678
-3,31086;-1,57891;-3,53561
-3,27287;-1,66282;-3,63490
-3,23011;-1,74436;-3,73425
-3,18289;-1,82288;-3,83331
-3,13158;-1,89783;-3,93168
-3,07660;-1,96871;-4,02903
-3,01843;-2,03510;-4,12502
-2,95758;-2,09666;-4,21935
-2,89458;-2,15314;-4,31175
-2,83000;-2,20437;-4,40199
-2,76438;-2,25024;-4,48988
-2,69827;-2,29072;-4,57526
-2,63217;-2,32584;-4,65802
-2,56659;-2,35566;-4,73808
-2,50195;-2,38028;-4,81541
-2,43868;-2,39984;-4,89002
-2,37712;-2,41449;-4,96195
-2,31757;-2,42440;-5,03127
-2,26030;-2,42975;-5,09810
-2,20550;-2,43070;-5,16257
-2,15335;-2,42745;-5,22484
-2,10398;-2,42017;-5,28510
-2,05748;-2,40904;-5,34353
-2,01392;-2,39423;-5,40036
-1,97334;-2,37590;-5,45578
-1,93577;-2,35423;-5,51002
-1,90121;-2,32936;-5,56329
-1,86968;-2,30147;-5,61581
-1,84115;-2,27071;-5,66776
-1,81563;-2,23724;-5,71936
-1,79310;-2,20123;-5,77078
-1,77355;-2,16284;-5,82220
-1,75697;-2,12226;-5,87375
-1,74335;-2,07966;-5,92560
-1,73271;-2,03524;-5,97785
-1,72505;-1,98921;-6,03061
-1,72037;-1,94179;-6,08398
-1,71871;-1,89321;-6,13803
-1,72009;-1,84372;-6,19282
-1,72454;-1,79357;-6,24841
-1,73211;-1,74304;-6,30483
-1,74284;-1,69241;-6,36212
-1,75680;-1,64199;-6,42031
-1,77402;-1,59206;-6,47943
-1,79458;-1,54295;-6,53951
-1,81855;-1,49497;-6,60059
-1,84597;-1,44844;-6,66271
-1,87691;-1,40368;-6,72592
-1,91144;-1,36099;-6,79029
-1,94959;-1,32070;-6,85590
-1,99140;-1,28312;-6,92283
-2,03691;-1,24853;-6,99119
-2,08611;-1,21723;-7,06109
-2,13897;-1,18950;-7,13264
-2,19546;-1,16560;-7,20595
-2,25547;-1,14580;-7,28114
-2,31890;-1,13033;-7,35832
-2,38554;-1,11941;-7,43756
-2,45519;-1,11327;-7,51893
-2,52754;-1,11207;-7,60246
-2,60225;-1,11599;-7,68816
-2,67892;-1,12517;-7,77598
-2,75706;-1,13969;-7,86584
-2,83616;-1,15963;-7,95761
-2,91564;-1,18501;-8,05113
-2,99489;-1,21580;-8,14618
-3,07327;-1,25192;-8,24253
-3,15014;-1,29321;-8,33989
-3,22486;-1,33949;-8,43797
-3,29683;-1,39047;-8,53647
-3,36546;-1,44581;-8,63506
-3,43024;-1,50511;-8,73342
-3,49072;-1,56792;-8,83124
-3,54651;-1,63371;-8,92823
-3,59729;-1,70194;-9,02409
-3,64283;-1,77201;-9,11855
-3,68297;-1,84333;-9,21139
-3,71761;-1,91530;-9,30240
-3,74670;-1,98732;-9,39139
-3,77027;-2,05882;-9,47824
-3,78837;-2,12927;-9,56284
-3,80110;-2,19819;-9,64515
-3,80859;-2,26513;-9,72514
-3,81100;-2,32973;-9,80285
-3,80849;-2,39164;-9,87834
-3,80126;-2,45060;-9,95170
-3,78951;-2,50639;-10,02308
-3,77343;-2,55885;-10,09261
-3,75325;-2,60783;-10,16048
-3,72918;-2,65326;-10,22685
-3,70146;-2,69506;-10,29192
-3,67031;-2,73321;-10,35588
-3,63597;-2,76768;-10,41891
-3,59869;-2,79848;-10,48119
-3,55871;-2,82561;-10,54287
-3,51631;-2,84910;-10,60412
-3,47175;-2,86895;-10,66507
-3,42532;-2,88519;-10,72584
-3,37730;-2,89784;-10,78652
-3,32800;-2,90692;-10,84720
-3,27772;-2,91244;-10,90796
-3,22680;-2,91440;-10,96886
-3,17555;-2,91282;-11,02994
-3,12431;-2,90768;-11,09125
-3,07340;-2,89899;-11,15283
-3,02317;-2,88674;-11,21472
-2,97395;-2,87091;-11,27698
-2,92606;-2,85148;-11,33965
-2,87983;-2,82844;-11,40279
-2,83558;-2,80177;-11,46649
-2,79361;-2,77147;-11,53084
-2,75421;-2,73751;-11,59593
-2,71767;-2,69990;-11,66188
-2,68426;-2,65866;-11,72883
-2,65424;-2,61381;-11,79691
-2,62786;-2,56540;-11,86627
-2,60536;-2,51349;-11,93706
-2,58696;-2,45819;-12,00942
-2,57287;-2,39964;-12,08349
-2,56329;-2,33800;-12,15941
-2,55842;-2,27350;-12,23727
-2,55841;-2,20640;-12,31716
-2,56343;-2,13702;-12,39913
-2,57361;-2,06574;-12,48320
-2,58905;-1,99298;-12,56935
-2,60984;-1,91923;-12,65752
-2,63601;-1,84499;-12,74761
-2,66757;-1,77085;-12,83949
-2,70448;-1,69738;-12,93298
-2,74664;-1,62519;-13,02788
-2,79389;-1,55489;-13,12396
-2,84601;-1,48707;-13,22096
-2,90271;-1,42231;-13,31862
-2,96364;-1,36112;-13,41665
-3,02838;-1,30400;-13,51476
-3,09645;-1,25135;-13,61267
-3,16730;-1,20352;-13,71009
-3,24037;-1,16082;-13,80674
-3,31503;-1,12344;-13,90235
-3,39065;-1,09155;-13,99668
-3,46661;-1,06522;-14,08951
-3,54228;-1,04449;-14,18063
-3,61707;-1,02933;-14,26991
-3,69042;-1,01968;-14,35721
-3,76183;-1,01542;-14,44246
-3,83084;-1,01642;-14,52563
-3,89707;-1,02250;-14,60673
-3,96018;-1,03347;-14,68580
-4,01992;-1,04911;-14,76292
-4,07605;-1,06920;-14,83819
-4,12843;-1,09348;-14,91174
-4,17693;-1,12171;-14,98372
-4,22148;-1,15361;-15,05427
-4,26203;-1,18890;-15,12356
-4,29857;-1,22728;-15,19172
-4,33109;-1,26847;-15,25890
-4,35962;-1,31215;-15,32524
-4,38417;-1,35799;-15,39085
-4,40479;-1,40568;-15,45584
-4,42152;-1,45486;-15,52030
-4,43439;-1,50521;-15,58430
-4,44345;-1,55636;-15,64792
-4,44873;-1,60798;-15,71120
-4,45027;-1,65971;-15,77419
-4,44809;-1,71120;-15,83695
-4,44222;-1,76210;-15,89952
-4,43269;-1,81209;-15,96196
-4,41951;-1,86082;-16,02431
-4,40270;-1,90799;-16,08666
-4,38227;-1,95328;-16,14908
-4,35824;-1,99641;-16,21168
-4,33061;-2,03709;-16,27455
-4,29942;-2,07506;-16,33784
-4,26467;-2,11008;-16,40169
-4,22640;-2,14189;-16,46624
-4,18467;-2,17028;-16,53166
-4,13951;-2,19504;-16,59812
-4,09102;-2,21595;-16,66579
-4,03929;-2,23283;-16,73485
-3,98446;-2,24548;-16,80546
-3,92668;-2,25374;-16,87777
-3,86617;-2,25742;-16,95192
-3,80316;-2,25639;-17,02803
-3,73794;-2,25048;-17,10618
-3,67086;-2,23957;-17,18644
-3,60228;-2,22355;-17,26883
-3,53266;-2,20231;-17,35334
-3,46245;-2,17580;-17,43992
-3,39219;-2,14399;-17,52849
-3,32240;-2,10687;-17,61894
-3,25367;-2,06452;-17,71111
-3,18657;-2,01702;-17,80482
-3,12167;-1,96456;-17,89988
-3,05953;-1,90736;-17,99604
-3,00068;-1,84573;-18,09307
-2,94562;-1,78003;-18,19069
-2,89478;-1,71069;-18,28865
-2,84856;-1,63823;-18,38664
-2,80727;-1,56320;-18,48440
-2,77118;-1,48620;-18,58163
-2,74049;-1,40787;-18,67806
-2,71531;-1,32886;-18,77343
-2,69572;-1,24982;-18,86750
-2,68174;-1,17140;-18,96005
-2,67333;-1,09420;-19,05093
-2,67039;-1,01879;-19,13997
-2,67281;-0,94567;-19,22710
-2,68041;-0,87530;-19,31225
-2,69301;-0,80807;-19,39541
-2,71038;-0,74429;-19,47661
-2,73227;-0,68421;-19,55591
-2,75843;-0,62803;-19,63338
-2,78857;-0,57590;-19,70913
-2,82240;-0,52791;-19,78328
-2,85959;-0,48412;-19,85594
-2,89982;-0,44454;-19,92723
-2,94277;-0,40918;-19,99728
-2,98808;-0,37800;-20,06619
-3,03540;-0,35096;-20,13405
-3,08438;-0,32802;-20,20096
-3,13465;-0,30912;-20,26699
-3,18585;-0,29419;-20,33220
-3,23761;-0,28317;-20,39665
-3,28957;-0,27601;-20,46039
-3,34138;-0,27264;-20,52347
-3,39270;-0,27301;-20,58594
-3,44318;-0,27707;-20,64785
-3,49251;-0,28477;-20,70927
-3,54038;-0,29607;-20,77027
-3,58650;-0,31094;-20,83093
-3,63058;-0,32934;-20,89136
-3,67238;-0,35123;-20,95168
-3,71165;-0,37658;-21,01200
-3,74815;-0,40537;-21,07248
-3,78168;-0,43756;-21,13328
-3,81204;-0,47310;-21,19457
-3,83903;-0,51195;-21,25653
-3,86247;-0,55405;-21,31935
-3,88219;-0,59931;-21,38321
-3,89802;-0,64766;-21,44832
-3,90980;-0,69897;-21,51485
-3,91738;-0,75310;-21,58298
-3,92059;-0,80987;-21,65287
-3,91930;-0,86907;-21,72466
-3,91335;-0,93046;-21,79847
-3,90263;-0,99374;-21,87440
-3,88700;-1,05857;-21,95251
-3,86636;-1,12459;-22,03283
-3,84061;-1,19135;-22,11537
-3,80970;-1,25841;-22,20009
-3,77359;-1,32526;-22,28692
-3,73229;-1,39138;-22,37576
-3,68585;-1,45622;-22,46649
-3,63437;-1,51925;-22,55893
-3,57801;-1,57991;-22,65292
-3,51702;-1,63766;-22,74823
-3,45168;-1,69201;-22,84464
-3,38237;-1,74249;-22,94188
-3,30953;-1,78868;-23,03971
-3,23366;-1,83020;-23,13782
-3,15535;-1,86676;-23,23594
-3,07520;-1,89809;-23,33376
-2,99386;-1,92403;-23,43099
-2,91202;-1,94445;-23,52736
-2,83033;-1,95929;-23,62260
-2,74945;-1,96854;-23,71647
-2,67001;-1,97225;-23,80877
-2,59258;-1,97054;-23,89934
-2,51768;-1,96353;-23,98805
-2,44575;-1,95140;-24,07482
-2,37719;-1,93439;-24,15962
-2,31231;-1,91272;-24,24244
-2,25135;-1,88667;-24,32332
-2,19449;-1,85654;-24,40231
-2,14187;-1,82264;-24,47948
-2,09355;-1,78530;-24,55493
-2,04957;-1,74485;-24,62875
-2,00994;-1,70166;-24,70103
-1,97462;-1,65609;-24,77186
-1,94357;-1,60851;-24,84132
-1,91673;-1,55930;-24,90950
-1,89401;-1,50882;-24,97645
-1,87535;-1,45745;-25,04223
-1,86066;-1,40555;-25,10691
-1,84985;-1,35350;-25,17051
-1,84284;-1,30164;-25,23311
-1,83957;-1,25030;-25,29475
-1,83995;-1,19982;-25,35548
-1,84391;-1,15049;-25,41537
-1,85140;-1,10260;-25,47451
-1,86235;-1,05643;-25,53297
-1,87671;-1,01222;-25,59087
-1,89444;-0,97021;-25,64833
-1,91549;-0,93062;-25,70549
-1,93982;-0,89364;-25,76248
-1,96738;-0,85945;-25,81948
-1,99814;-0,82824;-25,87667
-2,03205;-0,80016;-25,93423
-2,06906;-0,77537;-25,99236
-2,10911;-0,75402;-26,05125
-2,15213;-0,73625;-26,11111
-2,19804;-0,72220;-26,17215
-2,24674;-0,71201;-26,23455
-2,29809;-0,70581;-26,29849
-2,35194;-0,70376;-26,36417
-2,40812;-0,70597;-26,43173
-2,46639;-0,71260;-26,50131
-2,52652;-0,72377;-26,57303
-2,58821;-0,73960;-26,64698
-2,65111;-0,76023;-26,72321
-2,71486;-0,78575;-26,80177
-2,77903;-0,81625;-26,88266
-2,84318;-0,85180;-26,96584
-2,90683;-0,89243;-27,05125
-2,96947;-0,93814;-27,13881
-3,03058;-0,98887;-27,22839
-3,08964;-1,04451;-27,31985
-3,14613;-1,10491;-27,41302
-3,19954;-1,16983;-27,50769
-3,24939;-1,23896;-27,60364
-3,29526;-1,31192;-27,70062
-3,33673;-1,38826;-27,79837
-3,37347;-1,46745;-27,89659
-3,40520;-1,54890;-27,99498
-3,43168;-1,63200;-28,09324
-3,45275;-1,71606;-28,19106
-3,46830;-1,80041;-28,28813
-3,47830;-1,88435;-28,38418
-3,48276;-1,96723;-28,47893
-3,48175;-2,04842;-28,57217
-3,47539;-2,12733;-28,66371
-3,46384;-2,20346;-28,75341
-3,44731;-2,27637;-28,84116
-3,42604;-2,34568;-28,92690
-3,40030;-2,41111;-29,01062
-3,37038;-2,47241;-29,09231
-3,33662;-2,52944;-29,17203
-3,29936;-2,58209;-29,24981
-3,25894;-2,63031;-29,32573
-3,21573;-2,67410;-29,39985
-3,17012;-2,71346;-29,47224
-3,12247;-2,74847;-29,54298
-3,07319;-2,77918;-29,61213
-3,02265;-2,80569;-29,67974
-2,97122;-2,82809;-29,74586
-2,91927;-2,84648;-29,81056
-2,86717;-2,86096;-29,87387
-2,81525;-2,87163;-29,93585
-2,76385;-2,87860;-29,99655
-2,71328;-2,88196;-30,05602
-2,66382;-2,88179;-30,11434
-2,61574;-2,87819;-30,17158
-2,56930;-2,87122;-30,22785
-2,52472;-2,86095;-30,28324
-2,48221;-2,84745;-30,33787
-2,44195;-2,83078;-30,39188
-2,40414;-2,81098;-30,44543
-2,36891;-2,78812;-30,49867
-2,33643;-2,76222;-30,55178
-2,30682;-2,73334;-30,60494
-2,28021;-2,70152;-30,65836
-2,25673;-2,66680;-30,71223
-2,23650;-2,62925;-30,76676
-2,21963;-2,58891;-30,82215
-2,20623;-2,54587;-30,87861
-2,19644;-2,50020;-30,93634
-2,19036;-2,45201;-30,99554
-2,18812;-2,40142;-31,05639
-2,18986;-2,34859;-31,11905
-2,19569;-2,29369;-31,18369
-2,20575;-2,23692;-31,25043
-2,22017;-2,17854;-31,31940
-2,23909;-2,11883;-31,39068
-2,26261;-2,05811;-31,46434
-2,29087;-1,99673;-31,54042
-2,32394;-1,93509;-31,61892
-2,36192;-1,87362;-31,69984
-2,40484;-1,81278;-31,78312
-2,45272;-1,75304;-31,86870
-2,50553;-1,69490;-31,95647
-2,56318;-1,63886;-32,04630
-2,62552;-1,58541;-32,13805
-2,69235;-1,53504;-32,23154
-2,76338;-1,48821;-32,32654
-2,83824;-1,44535;-32,42284
-2,91650;-1,40684;-32,52016
-2,99765;-1,37302;-32,61823
-3,08112;-1,34417;-32,71674
-3,16626;-1,32052;-32,81537
-3,25241;-1,30224;-32,91380
-3,33888;-1,28942;-33,01170
-3,42496;-1,28212;-33,10876
-3,50999;-1,28031;-33,20470
-3,59330;-1,28393;-33,29925
-3,67431;-1,29285;-33,39219
-3,75248;-1,30690;-33,48334
-3,82736;-1,32587;-33,57257
-3,89856;-1,34950;-33,65977
-3,96578;-1,37750;-33,74490
-4,02878;-1,40956;-33,82793
-4,08741;-1,44534;-33,90886
-4,14156;-1,48448;-33,98772
-4,19120;-1,52661;-34,06455
-4,23632;-1,57134;-34,13940
-4,27695;-1,61828;-34,21231
-4,31316;-1,66705;-34,28335
-4,34504;-1,71725;-34,35255
-4,37269;-1,76849;-34,41997
-4,39622;-1,82040;-34,48566
-4,41575;-1,87262;-34,54965
-4,43140;-1,92480;-34,61201
-4,44329;-1,97662;-34,67277
-4,45153;-2,02775;-34,73201
-4,45623;-2,07792;-34,78977
-4,45750;-2,12687;-34,84615
-4,45542;-2,17435;-34,90122
-4,45011;-2,22014;-34,95509
-4,44162;-2,26405;-35,00788
-4,43004;-2,30590;-35,05972
-4,41544;-2,34554;-35,11073
-4,39788;-2,38281;-35,16109
-4,37740;-2,41759;-35,21096
-4,35407;-2,44977;-35,26052
-4,32792;-2,47924;-35,30995
-4,29900;-2,50589;-35,35946
-4,26737;-2,52963;-35,40923
-4,23305;-2,55037;-35,45948
-4,19611;-2,56802;-35,51040
-4,15660;-2,58247;-35,56222
-4,11459;-2,59363;-35,61512
-4,07015;-2,60139;-35,66931
-4,02338;-2,60566;-35,72497
-3,97439;-2,60632;-35,78230
-3,92333;-2,60324;-35,84144
-3,87034;-2,59631;-35,90256
-3,81563;-2,58540;-35,96579
-3,75941;-2,57037;-36,03126
-3,70194;-2,55110;-36,09905
-3,64352;-2,52745;-36,16924
-3,58447;-2,49931;-36,24188
-3,52515;-2,46655;-36,31701
-3,46595;-2,42908;-36,39463
-3,40732;-2,38683;-36,47471
-3,34968;-2,33975;-36,55721
-3,29350;-2,28783;-36,64206
-3,23927;-2,23112;-36,72917
-3,18745;-2,16971;-36,81842
-3,13852;-2,10375;-36,90967
-3,09293;-2,03348;-37,00273
-3,05110;-1,95920;-37,09742
-3,01344;-1,88128;-37,19349
-2,98028;-1,80018;-37,29069
-2,95193;-1,71644;-37,38873
-2,92864;-1,63064;-37,48730
-2,91061;-1,54344;-37,58608
-2,89796;-1,45553;-37,68474
-2,89078;-1,36760;-37,78293
-2,88906;-1,28036;-37,88034
-2,89276;-1,19449;-37,97666
